nm; %R
1105,000000; 35,067740
1104,000000; 34,864809
1103,000000; 34,682494
1102,000000; 34,505732
1101,000000; 34,322433
1100,000000; 34,150430
1099,000000; 33,968021
1098,000000; 33,767202
1097,000000; 33,578666
1096,000000; 33,388811
1095,000000; 33,214721
1094,000000; 33,034599
1093,000000; 32,829700
1092,000000; 32,662578
1091,000000; 32,479921
1090,000000; 32,276973
1089,000000; 32,053653
1088,000000; 31,877723
1087,000000; 31,718202
1086,000000; 31,531669
1085,000000; 31,329442
1084,000000; 31,119375
1083,000000; 30,952760
1082,000000; 30,796472
1081,000000; 30,560129
1080,000000; 30,380281
1079,000000; 30,201873
1078,000000; 30,006510
1077,000000; 29,835803
1076,000000; 29,637709
1075,000000; 29,447596
1074,000000; 29,272908
1073,000000; 29,081561
1072,000000; 28,847863
1071,000000; 28,650745
1070,000000; 28,487867
1069,000000; 28,304437
1068,000000; 28,085159
1067,000000; 27,917963
1066,000000; 27,653560
1065,000000; 27,487564
1064,000000; 27,290973
1063,000000; 27,049117
1062,000000; 26,869212
1061,000000; 26,642558
1060,000000; 26,434832
1059,000000; 26,253430
1058,000000; 25,994602
1057,000000; 25,788916
1056,000000; 25,578462
1055,000000; 25,367901
1054,000000; 25,133362
1053,000000; 24,897026
1052,000000; 24,683336
1051,000000; 24,468602
1050,000000; 24,256225
1049,000000; 24,059008
1048,000000; 23,863758
1047,000000; 23,682960
1046,000000; 23,458724
1045,000000; 23,231757
1044,000000; 23,103614
1043,000000; 22,872428
1042,000000; 22,702954
1041,000000; 22,544045
1040,000000; 22,350080
1039,000000; 22,255029
1038,000000; 21,965401
1037,000000; 21,882508
1036,000000; 21,798438
1035,000000; 21,578735
1034,000000; 21,433256
1033,000000; 21,331362
1032,000000; 21,182971
1031,000000; 21,045033
1030,000000; 20,893446
1029,000000; 20,825400
1028,000000; 20,745498
1027,000000; 20,582012
1026,000000; 20,502198
1025,000000; 20,425508
1024,000000; 20,346045
1023,000000; 20,210543
1022,000000; 20,104039
1021,000000; 20,065001
1020,000000; 19,993698
1019,000000; 19,956466
1018,000000; 19,875346
1017,000000; 19,814469
1016,000000; 19,764523
1015,000000; 19,669223
1014,000000; 19,655468
1013,000000; 19,634696
1012,000000; 19,600841
1011,000000; 19,524556
1010,000000; 19,465617
1009,000000; 19,468121
1008,000000; 19,439102
1007,000000; 19,408956
1006,000000; 19,399904
1005,000000; 19,397867
1004,000000; 19,363570
1003,000000; 19,365696
1002,000000; 19,296768
1001,000000; 19,274927
1000,000000; 19,263386
999,000000; 19,263989
998,000000; 19,242442
997,000000; 19,276395
996,000000; 19,306692
995,000000; 19,246323
994,000000; 19,212064
993,000000; 19,221963
992,000000; 19,205314
991,000000; 19,198808
990,000000; 19,233106
989,000000; 19,226558
988,000000; 19,185310
987,000000; 19,255112
986,000000; 19,233426
985,000000; 19,245546
984,000000; 19,260163
983,000000; 19,308362
982,000000; 19,258172
981,000000; 19,287852
980,000000; 19,254786
979,000000; 19,287862
978,000000; 19,300739
977,000000; 19,286655
976,000000; 19,292642
975,000000; 19,324166
974,000000; 19,320714
973,000000; 19,272200
972,000000; 19,322846
971,000000; 19,326926
970,000000; 19,285722
969,000000; 19,393260
968,000000; 19,402129
967,000000; 19,406501
